code,first_valid_date,coverage,max_consecutive_missing,n_days,n_valid,InstrumentName,OpenDate,OpenDate_raw,ExchangeID,InstrumentID
159001.SZ,2023-01-03,1.0,0,719,719,货币ETF,2014-10-20,20141020,SZ,159001
159003.SZ,2023-01-03,1.0,0,719,719,招商快线ETF,2014-10-20,20141020,SZ,159003
159005.SZ,2023-01-03,1.0,0,719,719,汇添富快钱ETF,2015-01-13,20150113,SZ,159005
159601.SZ,2023-01-03,1.0,0,719,719,A50ETF,2021-11-08,20211108,SZ,159601
159602.SZ,2023-01-03,1.0,0,719,719,中国A50ETF,2021-11-08,20211108,SZ,159602
159603.SZ,2023-01-03,1.0,0,719,719,双创龙头ETF,2022-06-08,20220608,SZ,159603
159605.SZ,2023-01-03,1.0,0,719,719,中概互联ETF,2021-12-02,20211202,SZ,159605
159606.SZ,2023-01-03,1.0,0,719,719,中证500成长ETF,2021-12-29,20211229,SZ,159606
159607.SZ,2023-01-03,1.0,0,719,719,中概互联网ETF,2021-12-02,20211202,SZ,159607
159608.SZ,2023-01-03,1.0,0,719,719,稀有金属ETF,2021-12-23,20211223,SZ,159608
159609.SZ,2023-01-03,1.0,0,719,719,光伏龙头ETF,2022-07-08,20220708,SZ,159609
159610.SZ,2023-01-03,1.0,0,719,719,500ETF增强,2022-01-10,20220110,SZ,159610
159611.SZ,2023-01-03,1.0,0,719,719,电力ETF,2022-01-07,20220107,SZ,159611
159613.SZ,2023-01-03,1.0,0,719,719,信息安全ETF,2022-01-27,20220127,SZ,159613
159615.SZ,2023-01-03,1.0,0,719,719,恒生生物科技ETF,2022-06-28,20220628,SZ,159615
159616.SZ,2023-01-03,1.0,0,719,719,农牧ETF,2022-08-08,20220808,SZ,159616
159618.SZ,2023-01-03,1.0,0,719,719,光伏ETF指数基金,2022-04-22,20220422,SZ,159618
159619.SZ,2023-01-03,1.0,0,719,719,基建ETF,2022-02-18,20220218,SZ,159619
159623.SZ,2023-01-03,1.0,0,719,719,成渝经济圈ETF,2022-09-09,20220909,SZ,159623
159625.SZ,2023-01-03,1.0,0,719,719,绿色电力ETF,2022-04-29,20220429,SZ,159625
159628.SZ,2023-01-03,1.0,0,719,719,国证2000ETF,2022-07-18,20220718,SZ,159628
159629.SZ,2023-01-03,1.0,0,719,719,1000ETF,2022-08-03,20220803,SZ,159629
159631.SZ,2023-01-03,1.0,0,719,719,中证A100ETF,2022-08-26,20220826,SZ,159631
159632.SZ,2023-01-03,1.0,0,719,719,纳斯达克ETF,2022-08-03,20220803,SZ,159632
159633.SZ,2023-01-03,1.0,0,719,719,中证1000ETF易方达,2022-08-04,20220804,SZ,159633
159635.SZ,2023-01-03,1.0,0,719,719,基建50ETF,2022-07-12,20220712,SZ,159635
159636.SZ,2023-01-03,1.0,0,719,719,港股通科技30ETF,2022-07-20,20220720,SZ,159636
159637.SZ,2023-01-03,1.0,0,719,719,新能源车ETF东财,2022-09-01,20220901,SZ,159637
159638.SZ,2023-01-03,1.0,0,719,719,高端装备ETF,2022-08-12,20220812,SZ,159638
159639.SZ,2023-01-03,1.0,0,719,719,碳中和ETF南方,2022-07-19,20220719,SZ,159639
159640.SZ,2023-01-03,1.0,0,719,719,碳中和龙头ETF,2022-07-21,20220721,SZ,159640
159641.SZ,2023-01-03,1.0,0,719,719,双碳ETF,2022-07-22,20220722,SZ,159641
159642.SZ,2023-01-03,1.0,0,719,719,碳中和100ETF,2022-07-21,20220721,SZ,159642
159643.SZ,2023-01-03,1.0,0,719,719,疫苗ETF,2022-08-22,20220822,SZ,159643
159647.SZ,2023-01-03,1.0,0,719,719,中药ETF,2022-07-28,20220728,SZ,159647
159649.SZ,2023-01-03,1.0,0,719,719,国开债ETF,2022-10-24,20221024,SZ,159649
159650.SZ,2023-01-03,1.0,0,719,719,国开ETF,2022-10-28,20221028,SZ,159650
159651.SZ,2023-01-03,1.0,0,719,719,国开债券ETF,2022-11-16,20221116,SZ,159651
159655.SZ,2023-01-03,1.0,0,719,719,标普ETF,2022-10-25,20221025,SZ,159655
159658.SZ,2023-01-03,1.0,0,719,719,数字经济ETF,2022-10-12,20221012,SZ,159658
159663.SZ,2023-01-03,1.0,0,719,719,机床ETF,2022-10-26,20221026,SZ,159663
159667.SZ,2023-01-03,1.0,0,719,719,工业母机ETF,2022-10-26,20221026,SZ,159667
159675.SZ,2023-01-03,1.0,0,719,719,创业板增强ETF,2022-12-02,20221202,SZ,159675
159680.SZ,2023-01-03,1.0,0,719,719,1000ETF增强,2022-11-30,20221130,SZ,159680
159681.SZ,2023-01-03,1.0,0,719,719,创50ETF,2023-01-03,20230103,SZ,159681
159682.SZ,2023-01-03,1.0,0,719,719,创业50ETF,2023-01-03,20230103,SZ,159682
159703.SZ,2023-01-03,1.0,0,719,719,新材料ETF,2021-06-08,20210608,SZ,159703
159706.SZ,2023-01-03,1.0,0,719,719,深证100ETF华安,2021-12-20,20211220,SZ,159706
159707.SZ,2023-01-03,1.0,0,719,719,地产ETF,2021-11-12,20211112,SZ,159707
159708.SZ,2023-01-03,1.0,0,719,719,红利ETF,2021-07-02,20210702,SZ,159708
159709.SZ,2023-01-03,1.0,0,719,719,物联网ETF工银,2021-07-02,20210702,SZ,159709
159712.SZ,2023-01-03,1.0,0,719,719,港股通50ETF,2021-11-11,20211111,SZ,159712
159713.SZ,2023-01-03,1.0,0,719,719,稀土ETF,2021-08-16,20210816,SZ,159713
159715.SZ,2023-01-03,1.0,0,719,719,稀土ETF易方达,2021-09-10,20210910,SZ,159715
159718.SZ,2023-01-03,1.0,0,719,719,港股医药ETF,2021-12-28,20211228,SZ,159718
159720.SZ,2023-01-03,1.0,0,719,719,智能车ETF泰康,2021-07-20,20210720,SZ,159720
159725.SZ,2023-01-03,1.0,0,719,719,线上消费ETF,2021-07-02,20210702,SZ,159725
159726.SZ,2023-01-03,1.0,0,719,719,恒生红利ETF,2021-11-23,20211123,SZ,159726
159729.SZ,2023-01-03,1.0,0,719,719,互联网ETF,2021-07-21,20210721,SZ,159729
159730.SZ,2023-01-03,1.0,0,719,719,龙头家电ETF,2021-12-24,20211224,SZ,159730
159732.SZ,2023-01-03,1.0,0,719,719,消费电子ETF,2021-08-23,20210823,SZ,159732
159735.SZ,2023-01-03,1.0,0,719,719,港股消费ETF,2021-06-04,20210604,SZ,159735
159736.SZ,2023-01-03,1.0,0,719,719,食品饮料ETF天弘,2021-09-27,20210927,SZ,159736
159738.SZ,2023-01-03,1.0,0,719,719,云计算ETF华泰柏瑞,2022-01-28,20220128,SZ,159738
159739.SZ,2023-01-03,1.0,0,719,719,大数据ETF,2021-11-17,20211117,SZ,159739
159740.SZ,2023-01-03,1.0,0,719,719,恒生科技ETF,2021-05-27,20210527,SZ,159740
159741.SZ,2023-01-03,1.0,0,719,719,恒生科技ETF嘉实,2021-06-03,20210603,SZ,159741
159742.SZ,2023-01-03,1.0,0,719,719,恒生科技指数ETF,2021-05-25,20210525,SZ,159742
159743.SZ,2023-01-03,1.0,0,719,719,湖北ETF,2022-01-11,20220111,SZ,159743
159745.SZ,2023-01-03,1.0,0,719,719,建材ETF,2021-06-18,20210618,SZ,159745
159747.SZ,2023-01-03,1.0,0,719,719,香港科技ETF,2021-07-14,20210714,SZ,159747
159748.SZ,2023-01-03,1.0,0,719,719,创新药ETF富国,2021-12-03,20211203,SZ,159748
159751.SZ,2023-01-03,1.0,0,719,719,港股科技ETF,2021-12-28,20211228,SZ,159751
159752.SZ,2023-01-03,1.0,0,719,719,新能源龙头ETF,2021-07-28,20210728,SZ,159752
159755.SZ,2023-01-03,1.0,0,719,719,电池ETF,2021-06-24,20210624,SZ,159755
159757.SZ,2023-01-03,1.0,0,719,719,电池ETF景顺,2021-08-09,20210809,SZ,159757
159758.SZ,2023-01-03,1.0,0,719,719,红利质量ETF,2021-12-28,20211228,SZ,159758
159760.SZ,2023-01-03,1.0,0,719,719,医疗健康ETF泰康,2021-12-20,20211220,SZ,159760
159761.SZ,2023-01-03,1.0,0,719,719,新材料50ETF,2021-12-13,20211213,SZ,159761
159763.SZ,2023-01-03,1.0,0,719,719,新材料ETF基金,2021-09-13,20210913,SZ,159763
159766.SZ,2023-01-03,1.0,0,719,719,旅游ETF,2021-07-23,20210723,SZ,159766
159767.SZ,2023-01-03,1.0,0,719,719,电池龙头ETF,2021-08-23,20210823,SZ,159767
159768.SZ,2023-01-03,1.0,0,719,719,房地产ETF,2022-02-16,20220216,SZ,159768
159770.SZ,2023-01-03,1.0,0,719,719,机器人ETF,2021-11-08,20211108,SZ,159770
159773.SZ,2023-01-03,1.0,0,719,719,创业板科技ETF,2021-10-08,20211008,SZ,159773
159775.SZ,2023-01-03,1.0,0,719,719,电池ETF基金,2022-01-24,20220124,SZ,159775
159776.SZ,2023-01-03,1.0,0,719,719,港股通医药ETF,2022-03-25,20220325,SZ,159776
159778.SZ,2023-01-03,1.0,0,719,719,工业互联ETF,2022-02-17,20220217,SZ,159778
159779.SZ,2023-01-03,1.0,0,719,719,消费电子50ETF,2021-11-26,20211126,SZ,159779
159780.SZ,2023-01-03,1.0,0,719,719,双创ETF,2021-07-05,20210705,SZ,159780
159781.SZ,2023-01-03,1.0,0,719,719,科创创业ETF,2021-07-05,20210705,SZ,159781
159782.SZ,2023-01-03,1.0,0,719,719,双创50ETF,2021-07-07,20210707,SZ,159782
159783.SZ,2023-01-03,1.0,0,719,719,科创创业50ETF,2021-07-05,20210705,SZ,159783
159786.SZ,2023-01-03,1.0,0,719,719,VRETF,2021-08-06,20210806,SZ,159786
159787.SZ,2023-01-03,1.0,0,719,719,建材ETF易方达,2022-03-15,20220315,SZ,159787
159788.SZ,2023-01-03,1.0,0,719,719,港股通100ETF,2022-03-02,20220302,SZ,159788
159790.SZ,2023-01-03,1.0,0,719,719,碳中和ETF,2021-08-06,20210806,SZ,159790
159792.SZ,2023-01-03,1.0,0,719,719,港股通互联网ETF,2021-09-28,20210928,SZ,159792
159795.SZ,2023-01-03,1.0,0,719,719,智能汽车ETF基金,2022-02-14,20220214,SZ,159795
159796.SZ,2023-01-03,1.0,0,719,719,电池50ETF,2022-03-14,20220314,SZ,159796
159797.SZ,2023-01-03,1.0,0,719,719,医疗器械ETF基金,2022-05-16,20220516,SZ,159797
159798.SZ,2023-01-03,1.0,0,719,719,消费ETF易方达,2022-05-11,20220511,SZ,159798
159801.SZ,2023-01-03,1.0,0,719,719,芯片ETF龙头,2020-02-18,20200218,SZ,159801
159804.SZ,2023-01-03,1.0,0,719,719,创中盘88ETF,2020-03-31,20200331,SZ,159804
159805.SZ,2023-01-03,1.0,0,719,719,传媒ETF,2020-04-17,20200417,SZ,159805
159806.SZ,2023-01-03,1.0,0,719,719,新能源车ETF,2020-03-20,20200320,SZ,159806
159807.SZ,2023-01-03,1.0,0,719,719,科技ETF,2020-03-30,20200330,SZ,159807
159808.SZ,2023-01-03,1.0,0,719,719,创100ETF融通,2020-09-04,20200904,SZ,159808
159810.SZ,2023-01-03,1.0,0,719,719,创业板ETF浦银,2020-07-10,20200710,SZ,159810
159811.SZ,2023-01-03,1.0,0,719,719,5G50ETF,2020-04-22,20200422,SZ,159811
159812.SZ,2023-01-03,1.0,0,719,719,黄金基金ETF,2020-05-29,20200529,SZ,159812
159813.SZ,2023-01-03,1.0,0,719,719,半导体ETF,2020-05-25,20200525,SZ,159813
159814.SZ,2023-01-03,1.0,0,719,719,创业大盘ETF,2020-07-17,20200717,SZ,159814
159819.SZ,2023-01-03,1.0,0,719,719,人工智能ETF,2020-09-23,20200923,SZ,159819
159820.SZ,2023-01-03,1.0,0,719,719,中证500ETF天弘,2020-08-24,20200824,SZ,159820
159822.SZ,2023-01-03,1.0,0,719,719,新经济ETF,2020-10-23,20201023,SZ,159822
159824.SZ,2023-01-03,1.0,0,719,719,新能车ETF,2021-01-11,20210111,SZ,159824
159825.SZ,2023-01-03,1.0,0,719,719,农业ETF,2020-12-29,20201229,SZ,159825
159827.SZ,2023-01-03,1.0,0,719,719,农业50ETF,2020-12-18,20201218,SZ,159827
159828.SZ,2023-01-03,1.0,0,719,719,医疗ETF,2021-01-12,20210112,SZ,159828
159830.SZ,2023-01-03,1.0,0,719,719,上海金ETF,2021-07-19,20210719,SZ,159830
159831.SZ,2023-01-03,1.0,0,719,719,上海金ETF嘉实,2022-04-07,20220407,SZ,159831
159834.SZ,2023-01-03,1.0,0,719,719,金ETF,2022-03-16,20220316,SZ,159834
159835.SZ,2023-01-03,1.0,0,719,719,创新药50ETF,2021-03-29,20210329,SZ,159835
159836.SZ,2023-01-03,1.0,0,719,719,创业板300ETF天弘,2021-05-25,20210525,SZ,159836
159837.SZ,2023-01-03,1.0,0,719,719,生物科技ETF,2021-01-27,20210127,SZ,159837
159838.SZ,2023-01-03,1.0,0,719,719,医药50ETF,2021-07-30,20210730,SZ,159838
159839.SZ,2023-01-03,1.0,0,719,719,生物药ETF,2021-02-22,20210222,SZ,159839
159840.SZ,2023-01-03,1.0,0,719,719,锂电池ETF,2021-08-20,20210820,SZ,159840
159841.SZ,2023-01-03,1.0,0,719,719,证券ETF,2021-02-09,20210209,SZ,159841
159842.SZ,2023-01-03,1.0,0,719,719,券商ETF,2021-03-19,20210319,SZ,159842
159843.SZ,2023-01-03,1.0,0,719,719,食品饮料ETF,2021-02-05,20210205,SZ,159843
159845.SZ,2023-01-03,1.0,0,719,719,中证1000ETF,2021-03-31,20210331,SZ,159845
159847.SZ,2023-01-03,1.0,0,719,719,医疗ETF易方达,2021-07-19,20210719,SZ,159847
159848.SZ,2023-01-03,1.0,0,719,719,证券ETF国联安,2021-03-12,20210312,SZ,159848
159849.SZ,2023-01-03,1.0,0,719,719,生物科技指数ETF,2021-03-02,20210302,SZ,159849
159850.SZ,2023-01-03,1.0,0,719,719,恒生国企ETF,2021-02-19,20210219,SZ,159850
159851.SZ,2023-01-03,1.0,0,719,719,金融科技ETF,2021-03-19,20210319,SZ,159851
159852.SZ,2023-01-03,1.0,0,719,719,软件ETF,2021-02-09,20210209,SZ,159852
159855.SZ,2023-01-03,1.0,0,719,719,影视ETF,2021-02-26,20210226,SZ,159855
159856.SZ,2023-01-03,1.0,0,719,719,互联网龙头ETF,2021-02-01,20210201,SZ,159856
159857.SZ,2023-01-03,1.0,0,719,719,光伏ETF,2021-02-24,20210224,SZ,159857
159858.SZ,2023-01-03,1.0,0,719,719,创新药ETF南方,2021-03-25,20210325,SZ,159858
