code,first_valid_date,coverage,max_consecutive_missing,n_days,n_valid,InstrumentName,OpenDate,OpenDate_raw,ExchangeID,InstrumentID,fail_reason
159699.SZ,2023-08-23,0.7844228094575799,155,719,564,,,,,,
161133.SZ,2023-01-03,0.7844228094575799,14,719,564,,,,,,
501001.SH,2023-01-03,0.7844228094575799,6,719,564,,,,,,
168301.SZ,2023-01-03,0.7858136300417247,6,719,565,,,,,,
159698.SZ,2023-08-18,0.7885952712100139,152,719,567,,,,,,
159510.SZ,2023-08-16,0.7913769123783032,150,719,569,,,,,,
501064.SH,2023-01-03,0.7969401947148818,6,719,573,,,,,,
511930.SH,2023-01-03,0.7969401947148818,9,719,573,,,,,,
561260.SH,2023-08-09,0.7983310152990264,145,719,574,,,,,,
561790.SH,2023-08-09,0.7983310152990264,145,719,574,,,,,,
562850.SH,2023-08-09,0.7983310152990264,145,719,574,,,,,,
164508.SZ,2023-01-04,0.7983310152990264,8,719,574,,,,,,
160616.SZ,2023-01-03,0.7983310152990264,6,719,574,,,,,,
160925.SZ,2023-01-03,0.7983310152990264,7,719,574,,,,,,
159509.SZ,2023-08-08,0.799721835883171,144,719,575,,,,,,
159511.SZ,2023-08-07,0.8011126564673157,143,719,576,,,,,,
168102.SZ,2023-01-03,0.8052851182197497,8,719,579,,,,,,
560950.SH,2023-07-31,0.808066759388039,138,719,581,,,,,,
159513.SZ,2023-07-28,0.8094575799721836,137,719,582,,,,,,
159516.SZ,2023-07-27,0.8108484005563282,136,719,583,,,,,,
162715.SZ,2023-01-19,0.8122392211404729,12,719,584,,,,,,
159512.SZ,2023-07-25,0.8136300417246175,134,719,585,,,,,,
501098.SH,2023-01-03,0.8150208623087621,4,719,586,,,,,,
501037.SH,2023-01-03,0.8164116828929068,4,719,587,,,,,,
501092.SH,2023-01-03,0.8164116828929068,4,719,587,,,,,,
159686.SZ,2023-07-19,0.8178025034770514,130,719,588,,,,,,
160105.SZ,2023-01-03,0.8191933240611962,6,719,589,,,,,,
159673.SZ,2023-07-17,0.8219749652294854,128,719,591,,,,,,
159508.SZ,2023-07-14,0.8233657858136301,127,719,592,,,,,,
511670.SH,2023-01-04,0.8233657858136301,6,719,592,,,,,,
160215.SZ,2023-01-03,0.8233657858136301,7,719,592,,,,,,
563010.SH,2023-07-13,0.8247566063977747,126,719,593,,,,,,
501217.SH,2023-01-03,0.827538247566064,4,719,595,,,,,,
560030.SH,2023-07-10,0.8289290681502086,123,719,596,,,,,,
159690.SZ,2023-07-06,0.8303198887343533,121,719,597,,,,,,
560170.SH,2023-07-06,0.8317107093184979,121,719,598,,,,,,
562380.SH,2023-07-06,0.8317107093184979,121,719,598,,,,,,
563050.SH,2023-07-06,0.8317107093184979,121,719,598,,,,,,
501210.SH,2023-01-03,0.8317107093184979,6,719,598,,,,,,
501091.SH,2023-01-03,0.8331015299026425,5,719,599,,,,,,
159506.SZ,2023-07-03,0.8358831710709318,118,719,601,,,,,,
501189.SH,2023-01-03,0.8358831710709318,4,719,601,,,,,,
508019.SH,2023-06-30,0.8372739916550765,117,719,602,,,,,,
160921.SZ,2023-01-03,0.8386648122392212,6,719,603,,,,,,
159507.SZ,2023-06-21,0.8414464534075105,112,719,605,,,,,,
165309.SZ,2023-01-03,0.8442280945757997,6,719,607,,,,,,
161811.SZ,2023-01-03,0.8456189151599444,6,719,608,,,,,,
501038.SH,2023-01-03,0.8484005563282336,5,719,610,,,,,,
159501.SZ,2023-06-14,0.8511821974965229,107,719,612,,,,,,
511090.SH,2023-06-13,0.8525730180806675,106,719,613,,,,,,
168105.SZ,2023-01-04,0.8525730180806675,4,719,613,,,,,,
513040.SH,2023-06-12,0.8539638386648123,105,719,614,,,,,,
562920.SH,2023-06-12,0.8539638386648123,105,719,614,,,,,,
161820.SZ,2023-01-03,0.8567454798331016,4,719,616,,,,,,
560070.SH,2023-06-06,0.8595271210013908,101,719,618,,,,,,
560700.SH,2023-06-06,0.8595271210013908,101,719,618,,,,,,
561960.SH,2023-06-06,0.8595271210013908,101,719,618,,,,,,
161132.SZ,2023-01-03,0.8595271210013908,4,719,618,,,,,,
562930.SH,2023-06-05,0.8609179415855355,100,719,619,,,,,,
511820.SH,2023-01-06,0.8609179415855355,5,719,619,,,,,,
161229.SZ,2023-01-04,0.8609179415855355,6,719,619,,,,,,
561580.SH,2023-05-30,0.866481223922114,96,719,623,,,,,,
160421.SZ,2023-01-03,0.8678720445062587,6,719,624,,,,,,
161224.SZ,2023-01-03,0.8678720445062587,9,719,624,,,,,,
501032.SH,2023-01-03,0.8678720445062587,7,719,624,,,,,,
159692.SZ,2023-05-23,0.8734353268428373,91,719,628,,,,,,
560330.SH,2023-05-23,0.8734353268428373,91,719,628,,,,,,
160513.SZ,2023-01-03,0.8734353268428373,6,719,628,,,,,,
161014.SZ,2023-01-03,0.8734353268428373,5,719,628,,,,,,
501220.SH,2023-01-03,0.874826147426982,8,719,629,,,,,,
160143.SZ,2023-01-03,0.8762169680111266,7,719,630,,,,,,
161607.SZ,2023-01-03,0.8762169680111266,6,719,630,,,,,,
160527.SZ,2023-01-03,0.8776077885952712,5,719,631,,,,,,
161217.SZ,2023-01-03,0.8776077885952712,4,719,631,,,,,,
159653.SZ,2023-03-24,0.8817802503477051,53,719,634,,,,,,
160326.SZ,2023-01-03,0.8817802503477051,6,719,634,,,,,,
560580.SH,2023-05-12,0.8831710709318498,84,719,635,,,,,,
160910.SZ,2023-01-03,0.8831710709318498,7,719,635,,,,,,
159695.SZ,2023-05-10,0.885952712100139,82,719,637,,,,,,
166011.SZ,2023-01-03,0.885952712100139,4,719,637,,,,,,
501073.SH,2023-01-03,0.885952712100139,3,719,637,,,,,,
159622.SZ,2023-05-09,0.8873435326842837,81,719,638,,,,,,
159670.SZ,2023-05-09,0.8873435326842837,81,719,638,,,,,,
167506.SZ,2023-01-03,0.8873435326842837,7,719,638,,,,,,
513390.SH,2023-05-08,0.8887343532684284,80,719,639,,,,,,
160323.SZ,2023-01-06,0.8901251738525731,8,719,640,,,,,,
159697.SZ,2023-05-04,0.8915159944367177,78,719,641,,,,,,
513950.SH,2023-04-28,0.8929068150208623,77,719,642,,,,,,
160620.SZ,2023-01-03,0.8929068150208623,5,719,642,,,,,,
162509.SZ,2023-01-03,0.894297635605007,3,719,643,,,,,,
159659.SZ,2023-04-25,0.8970792767732962,74,719,645,,,,,,
501312.SH,2023-04-25,0.8970792767732962,74,719,645,,,,,,
561950.SH,2023-04-24,0.8984700973574409,73,719,646,,,,,,
159691.SZ,2023-04-21,0.8998609179415855,72,719,647,,,,,,
513970.SH,2023-04-21,0.8998609179415855,72,719,647,,,,,,
560180.SH,2023-04-21,0.8998609179415855,72,719,647,,,,,,
501186.SH,2023-01-04,0.9012517385257302,3,719,648,,,,,,
161713.SZ,2023-01-03,0.9012517385257302,4,719,648,,,,,,
162207.SZ,2023-01-03,0.9012517385257302,3,719,648,,,,,,
168401.SZ,2023-01-03,0.9012517385257302,6,719,648,,,,,,
501216.SH,2023-01-03,0.9012517385257302,4,719,648,,,,,,
562330.SH,2023-04-18,0.9040333796940194,69,719,650,,,,,,
159660.SZ,2023-04-17,0.9054242002781642,68,719,651,,,,,,
501065.SH,2023-01-03,0.9054242002781642,5,719,651,,,,,,
501225.SH,2023-04-14,0.9068150208623088,67,719,652,,,,,,
160812.SZ,2023-01-03,0.9068150208623088,3,719,652,,,,,,
168203.SZ,2023-01-03,0.9082058414464534,4,719,653,,,,,,
159676.SZ,2023-04-12,0.9095966620305981,65,719,654,,,,,,
562960.SH,2023-04-12,0.9095966620305981,65,719,654,,,,,,
161834.SZ,2023-01-03,0.9109874826147427,5,719,655,,,,,,
510560.SH,2023-01-05,0.9123783031988874,3,719,656,,,,,,
163110.SZ,2023-01-03,0.9123783031988874,5,719,656,,,,,,
165528.SZ,2023-01-03,0.9123783031988874,4,719,656,,,,,,
501008.SH,2023-01-03,0.913769123783032,5,719,657,,,,,,
159685.SZ,2023-04-03,0.9151599443671766,59,719,658,,,,,,
161837.SZ,2023-01-03,0.9151599443671766,3,719,658,,,,,,
513650.SH,2023-04-04,0.9165507649513213,60,719,659,,,,,,
511980.SH,2023-01-03,0.9165507649513213,4,719,659,,,,,,
159672.SZ,2023-04-03,0.9179415855354659,59,719,660,,,,,,
160529.SZ,2023-01-03,0.9179415855354659,4,719,660,,,,,,
160615.SZ,2023-01-03,0.9179415855354659,3,719,660,,,,,,
160211.SZ,2023-01-03,0.9193324061196105,4,719,661,,,,,,
508096.SH,2023-03-29,0.9207232267037552,56,719,662,,,,,,
164810.SZ,2023-01-03,0.9207232267037552,8,719,662,,,,,,
501026.SH,2023-01-03,0.9207232267037552,5,719,662,,,,,,
501306.SH,2023-01-03,0.9207232267037552,5,719,662,,,,,,
508028.SH,2023-03-29,0.9221140472878998,56,719,663,,,,,,
561920.SH,2023-03-29,0.9221140472878998,56,719,663,,,,,,
160613.SZ,2023-01-03,0.9221140472878998,4,719,663,,,,,,
501071.SH,2023-01-03,0.9221140472878998,2,719,663,,,,,,
160142.SZ,2023-01-03,0.9235048678720446,3,719,664,,,,,,
160726.SZ,2023-01-03,0.9235048678720446,4,719,664,,,,,,
562550.SH,2023-03-27,0.9248956884561892,54,719,665,,,,,,
160807.SZ,2023-01-03,0.9262865090403338,3,719,666,,,,,,
166023.SZ,2023-01-03,0.9304589707927677,6,719,669,,,,,,
511920.SH,2023-01-03,0.9304589707927677,3,719,669,,,,,,
513110.SH,2023-03-20,0.9318497913769124,49,719,670,,,,,,
161117.SZ,2023-01-03,0.9318497913769124,5,719,670,,,,,,
501060.SH,2023-01-03,0.9318497913769124,5,719,670,,,,,,
561170.SH,2023-03-16,0.9346314325452016,47,719,672,,,,,,
167508.SZ,2023-01-03,0.9346314325452016,5,719,672,,,,,,
560090.SH,2023-03-15,0.9360222531293463,46,719,673,,,,,,
501307.SH,2023-01-03,0.9360222531293463,8,719,673,,,,,,
159689.SZ,2023-03-13,0.9374130737134909,44,719,674,,,,,,
160638.SZ,2023-01-03,0.9374130737134909,4,719,674,,,,,,
159657.SZ,2023-03-13,0.9388038942976356,44,719,675,,,,,,
560860.SH,2023-03-13,0.9388038942976356,44,719,675,,,,,,
563030.SH,2023-03-13,0.9388038942976356,44,719,675,,,,,,
163111.SZ,2023-01-03,0.9388038942976356,2,719,675,,,,,,
501088.SH,2023-01-03,0.9388038942976356,3,719,675,,,,,,
501209.SH,2023-01-03,0.9388038942976356,2,719,675,,,,,,
159671.SZ,2023-03-10,0.9401947148817803,43,719,676,,,,,,
161728.SZ,2023-01-03,0.9401947148817803,3,719,676,,,,,,
163116.SZ,2023-01-03,0.9429763560500696,4,719,678,,,,,,
501218.SH,2023-01-03,0.9429763560500696,3,719,678,,,,,,
501099.SH,2023-01-03,0.9457579972183588,4,719,680,,,,,,
160611.SZ,2023-01-03,0.9471488178025035,2,719,681,,,,,,
161036.SZ,2023-01-03,0.9485396383866481,2,719,682,,,,,,
165515.SZ,2023-01-03,0.9485396383866481,3,719,682,,,,,,
161610.SZ,2023-01-03,0.9499304589707928,2,719,683,,,,,,
163001.SZ,2023-01-03,0.9499304589707928,2,719,683,,,,,,
166027.SZ,2023-01-03,0.9499304589707928,3,719,683,,,,,,
169105.SZ,2023-01-03,0.9499304589707928,2,719,683,,,,,,
161123.SZ,2023-01-03,0.9513212795549374,2,719,684,,,,,,
501212.SH,2023-01-03,0.9513212795549374,3,719,684,,,,,,
512360.SH,2023-01-03,0.9513212795549374,4,719,684,,,,,,
159678.SZ,2023-02-27,0.952712100139082,34,719,685,,,,,,
161729.SZ,2023-01-03,0.952712100139082,3,719,685,,,,,,
501070.SH,2023-01-03,0.952712100139082,2,719,685,,,,,,
501093.SH,2023-01-03,0.952712100139082,3,719,685,,,,,,
562860.SH,2023-02-24,0.9541029207232267,33,719,686,,,,,,
501047.SH,2023-01-03,0.9554937413073713,3,719,687,,,,,,
510090.SH,2023-01-03,0.9554937413073713,2,719,687,,,,,,
512870.SH,2023-01-03,0.9554937413073713,2,719,687,,,,,,
159679.SZ,2023-02-22,0.9568845618915159,31,719,688,,,,,,
161118.SZ,2023-01-03,0.9568845618915159,2,719,688,,,,,,
165313.SZ,2023-01-03,0.9582753824756607,4,719,689,,,,,,
160610.SZ,2023-01-04,0.9596662030598053,3,719,690,,,,,,
161131.SZ,2023-01-03,0.9596662030598053,2,719,690,,,,,,
160212.SZ,2023-01-03,0.96105702364395,2,719,691,,,,,,
161029.SZ,2023-01-03,0.96105702364395,2,719,691,,,,,,
162711.SZ,2023-01-03,0.96105702364395,3,719,691,,,,,,
168701.SZ,2023-01-03,0.96105702364395,3,719,691,,,,,,
159913.SZ,2023-01-03,0.9624478442280946,2,719,692,,,,,,
161816.SZ,2023-01-03,0.9624478442280946,2,719,692,,,,,,
165511.SZ,2023-01-03,0.9624478442280946,2,719,692,,,,,,
167002.SZ,2023-01-03,0.9624478442280946,3,719,692,,,,,,
159688.SZ,2023-02-15,0.9638386648122392,26,719,693,,,,,,
501048.SH,2023-01-03,0.9638386648122392,3,719,693,,,,,,
501303.SH,2023-01-03,0.9638386648122392,6,719,693,,,,,,
161222.SZ,2023-01-03,0.9652294853963839,3,719,694,,,,,,
163302.SZ,2023-01-03,0.9652294853963839,2,719,694,,,,,,
501045.SH,2023-01-03,0.9652294853963839,2,719,694,,,,,,
159666.SZ,2023-02-13,0.9666203059805285,24,719,695,,,,,,
513560.SH,2023-02-13,0.9666203059805285,24,719,695,,,,,,
501007.SH,2023-01-03,0.9666203059805285,2,719,695,,,,,,
501188.SH,2023-01-03,0.9666203059805285,3,719,695,,,,,,
501200.SH,2023-01-03,0.9666203059805285,3,719,695,,,,,,
501213.SH,2023-01-03,0.9666203059805285,2,719,695,,,,,,
501015.SH,2023-01-03,0.9680111265646731,2,719,696,,,,,,
508098.SH,2023-02-08,0.9694019471488178,21,719,697,,,,,,
162006.SZ,2023-01-03,0.9694019471488178,2,719,697,,,,,,
501310.SH,2023-01-03,0.9694019471488178,2,719,697,,,,,,
159652.SZ,2023-02-08,0.9707927677329624,21,719,698,,,,,,
160805.SZ,2023-01-03,0.9707927677329624,2,719,698,,,,,,
501022.SH,2023-01-03,0.972183588317107,2,719,699,,,,,,
512390.SH,2023-01-03,0.972183588317107,2,719,699,,,,,,
165519.SZ,2023-01-03,0.9735744089012517,2,719,700,,,,,,
165522.SZ,2023-01-03,0.9735744089012517,2,719,700,,,,,,
511830.SH,2023-01-03,0.9735744089012517,2,719,700,,,,,,
160639.SZ,2023-01-03,0.9749652294853964,2,719,701,,,,,,
160813.SZ,2023-01-03,0.9749652294853964,2,719,701,,,,,,
168103.SZ,2023-01-03,0.9749652294853964,2,719,701,,,,,,
501087.SH,2023-01-03,0.9749652294853964,1,719,701,,,,,,
510380.SH,2023-01-03,0.9749652294853964,3,719,701,,,,,,
161040.SZ,2023-01-03,0.9763560500695411,2,719,702,,,,,,
166025.SZ,2023-01-03,0.9763560500695411,3,719,702,,,,,,
169106.SZ,2023-01-03,0.9763560500695411,1,719,702,,,,,,
501305.SH,2023-01-03,0.9763560500695411,1,719,702,,,,,,
502006.SH,2023-01-03,0.9763560500695411,3,719,702,,,,,,
510570.SH,2023-01-03,0.9763560500695411,2,719,702,,,,,,
511650.SH,2023-01-03,0.9763560500695411,2,719,702,,,,,,
160626.SZ,2023-01-03,0.9777468706536857,2,719,703,,,,,,
161124.SZ,2023-01-03,0.9777468706536857,2,719,703,,,,,,
501076.SH,2023-01-03,0.9777468706536857,2,719,703,,,,,,
502023.SH,2023-01-03,0.9777468706536857,2,719,703,,,,,,
160325.SZ,2023-01-03,0.9791376912378303,2,719,704,,,,,,
501096.SH,2023-01-03,0.9791376912378303,2,719,704,,,,,,
512190.SH,2023-01-03,0.9791376912378303,3,719,704,,,,,,
159656.SZ,2023-01-16,0.9874826147426982,9,719,710,,,,,,
513140.SH,2023-01-12,0.9902642559109874,7,719,712,,,,,,
562320.SH,2023-01-12,0.9902642559109874,7,719,712,,,,,,
159669.SZ,2023-01-11,0.9916550764951322,6,719,713,,,,,,
561000.SH,2023-01-11,0.9916550764951322,6,719,713,,,,,,
