datetime,market_limit_up_count,market_limit_down_count
2024-06-04,33,52
2024-06-05,20,37
2024-06-06,21,156
2024-06-07,87,32
2024-06-11,39,25
2024-06-12,70,9
2024-06-13,52,15
2024-06-14,33,19
2024-06-17,32,10
2024-06-18,54,10
2024-06-19,48,8
2024-06-20,36,34
2024-06-21,40,30
2024-06-24,23,69
2024-06-25,60,29
2024-06-26,70,5
2024-06-27,35,25
2024-06-28,38,21
2024-07-01,51,16
2024-07-02,54,8
2024-07-03,46,12
2024-07-04,20,36
2024-07-05,49,9
2024-07-08,22,36
2024-07-09,57,18
2024-07-10,44,38
2024-07-11,110,4
2024-07-12,43,9
2024-07-15,36,14
2024-07-16,41,2
2024-07-17,35,11
2024-07-18,44,5
2024-07-19,51,10
2024-07-22,56,10
2024-07-23,49,10
2024-07-24,39,28
2024-07-25,50,7
2024-07-26,68,9
2024-07-29,74,2
2024-07-30,74,1
2024-07-31,95,2
2024-08-01,64,4
2024-08-02,53,11
2024-08-05,53,40
2024-08-06,70,21
2024-08-07,58,19
2024-08-08,56,21
2024-08-09,35,18
2024-08-12,35,35
2024-08-13,42,10
2024-08-14,37,5
2024-08-15,52,3
2024-08-16,42,14
2024-08-19,47,15
2024-08-20,32,14
2024-08-21,47,6
2024-08-22,33,18
2024-08-23,42,18
2024-08-26,54,10
2024-08-27,42,19
2024-08-28,45,9
2024-08-29,59,3
2024-08-30,70,0
2024-09-02,39,11
2024-09-03,61,5
2024-09-04,42,16
2024-09-05,59,3
2024-09-06,37,8
2024-09-09,56,10
2024-09-10,46,25
2024-09-11,33,24
2024-09-12,46,6
2024-09-13,46,19
2024-09-18,31,22
2024-09-19,76,5
2024-09-20,60,4
2024-09-23,63,10
2024-09-24,101,6
2024-09-25,65,6
2024-09-26,157,4
2024-09-27,160,1
2024-09-30,902,1
2024-10-08,810,3
2024-10-09,52,943
2024-10-10,85,51
2024-10-11,42,56
2024-10-14,126,5
2024-10-15,63,3
2024-10-16,94,6
2024-10-17,58,16
2024-10-18,119,0
2024-10-21,151,3
2024-10-22,121,2
2024-10-23,119,4
2024-10-24,117,6
2024-10-25,183,1
2024-10-28,274,1
2024-10-29,133,25
2024-10-30,167,11
2024-10-31,204,10
2024-11-01,106,188
2024-11-04,160,46
2024-11-05,197,1
2024-11-06,151,7
2024-11-07,207,11
2024-11-08,141,10
2024-11-11,187,20
2024-11-12,101,19
2024-11-13,81,20
2024-11-14,43,35
2024-11-15,73,55
2024-11-18,86,94
2024-11-19,101,26
2024-11-20,164,4
2024-11-21,116,8
2024-11-22,78,37
2024-11-25,166,22
2024-11-26,100,66
2024-11-27,105,26
2024-11-28,105,9
2024-11-29,136,10
2024-12-02,183,7
2024-12-03,125,8
2024-12-04,89,24
2024-12-05,140,9
2024-12-06,127,10
2024-12-09,116,28
2024-12-10,118,8
2024-12-11,158,14
2024-12-12,151,10
2024-12-13,101,20
2024-12-16,113,34
2024-12-17,32,198
2024-12-18,103,19
2024-12-19,80,25
2024-12-20,90,18
2024-12-23,31,219
2024-12-24,77,41
2024-12-25,38,72
2024-12-26,103,13
2024-12-27,77,14
2024-12-30,48,37
2024-12-31,57,34
2025-01-02,64,25
2025-01-03,50,152
2025-01-06,64,88
2025-01-07,121,11
2025-01-08,69,6
2025-01-09,92,10
2025-01-10,43,74
2025-01-13,50,40
2025-01-14,184,0
2025-01-15,77,9
2025-01-16,83,6
2025-01-17,62,19
2025-01-20,81,29
2025-01-21,50,27
2025-01-22,45,35
2025-01-23,44,31
2025-01-24,73,32
2025-01-27,46,54
2025-02-05,88,41
2025-02-06,99,0
2025-02-07,87,1
2025-02-10,153,1
2025-02-11,73,3
2025-02-12,90,0
2025-02-13,70,5
2025-02-14,81,14
2025-02-17,114,7
2025-02-18,52,36
2025-02-19,117,4
2025-02-20,103,6
2025-02-21,118,2
2025-02-24,90,17
2025-02-25,64,6
2025-02-26,103,2
2025-02-27,82,10
2025-02-28,49,63
2025-03-03,65,32
2025-03-04,82,13
2025-03-05,68,7
2025-03-06,113,4
2025-03-07,59,6
2025-03-10,87,6
2025-03-11,63,4
2025-03-12,84,3
2025-03-13,51,17
2025-03-14,86,7
2025-03-17,76,8
2025-03-18,75,9
2025-03-19,53,9
2025-03-20,70,4
2025-03-21,55,32
2025-03-24,53,76
2025-03-25,58,51
2025-03-26,91,10
2025-03-27,55,32
2025-03-28,34,39
2025-03-31,42,53
2025-04-01,68,15
2025-04-02,48,17
2025-04-03,54,32
2025-04-07,23,2973
2025-04-08,128,175
2025-04-09,126,9
2025-04-10,176,0
2025-04-11,101,11
2025-04-14,120,2
2025-04-15,71,15
2025-04-16,51,22
2025-04-17,90,12
2025-04-18,64,25
2025-04-21,111,20
2025-04-22,90,18
2025-04-23,70,32
2025-04-24,61,29
2025-04-25,72,31
2025-04-28,51,80
2025-04-29,74,57
2025-04-30,95,41
2025-05-06,141,26
2025-05-07,98,14
2025-05-08,98,8
2025-05-09,57,11
2025-05-12,87,4
2025-05-13,67,13
2025-05-14,85,7
2025-05-15,73,13
2025-05-16,68,17
2025-05-19,119,4
2025-05-20,97,14
2025-05-21,80,7
2025-05-22,51,24
2025-05-23,52,28
2025-05-26,85,8
2025-05-27,93,15
2025-05-28,74,21
2025-05-29,114,30
2025-05-30,50,32
2025-06-03,80,17
2025-06-04,84,16
2025-06-05,75,20
2025-06-06,61,26
2025-06-09,87,15
2025-06-10,59,11
2025-06-11,67,13
2025-06-12,70,12
2025-06-13,60,33
2025-06-16,73,8
2025-06-17,57,15
2025-06-18,50,17
2025-06-19,37,28
2025-06-20,51,24
2025-06-23,79,9
2025-06-24,81,22
2025-06-25,74,6
2025-06-26,72,8
2025-06-27,59,9
2025-06-30,92,6
2025-07-01,70,8
2025-07-02,62,9
2025-07-03,64,8
2025-07-04,39,14
2025-07-07,74,7
2025-07-08,74,5
2025-07-09,59,7
2025-07-10,67,16
2025-07-11,66,15
2025-07-14,70,17
2025-07-15,48,29
2025-07-16,66,9
2025-07-17,66,5
2025-07-18,50,2
2025-07-21,127,4
2025-07-22,106,9
2025-07-23,57,11
2025-07-24,78,0
2025-07-25,47,15
2025-07-28,61,13
2025-07-29,47,6
2025-07-30,55,8
2025-07-31,47,9
2025-08-01,50,8
2025-08-04,69,5
2025-08-05,68,1
2025-08-06,75,6
2025-08-07,72,8
2025-08-08,74,3
2025-08-11,84,9
2025-08-12,60,6
2025-08-13,101,4
2025-08-14,52,14
2025-08-15,103,3
2025-08-18,117,1
2025-08-19,105,8
2025-08-20,104,15
2025-08-21,56,14
2025-08-22,80,3
2025-08-25,90,7
2025-08-26,90,7
2025-08-27,51,16
2025-08-28,65,10
2025-08-29,78,13
2025-09-01,119,6
2025-09-02,52,27
2025-09-03,39,20
2025-09-04,40,46
2025-09-05,102,6
2025-09-08,85,5
2025-09-09,66,8
2025-09-10,64,3
2025-09-11,96,6
2025-09-12,74,7
2025-09-15,81,12
2025-09-16,89,5
2025-09-17,77,3
2025-09-18,63,7
2025-09-19,61,26
2025-09-22,71,14
2025-09-23,54,23
2025-09-24,86,14
2025-09-25,48,9
2025-09-26,56,23
2025-09-29,68,6
2025-09-30,63,10
2025-10-09,98,27
2025-10-10,72,15
2025-10-13,72,9
2025-10-14,45,8
2025-10-15,84,6
2025-10-16,55,8
2025-10-17,44,30
2025-10-20,95,6
2025-10-21,90,4
2025-10-22,73,7
2025-10-23,71,10
2025-10-24,71,11
2025-10-27,63,16
2025-10-28,71,8
2025-10-29,64,9
2025-10-30,61,12
2025-10-31,78,17
2025-11-03,89,10
2025-11-04,68,10
2025-11-05,82,7
2025-11-06,72,20
2025-11-07,64,10
2025-11-10,92,14
2025-11-11,81,6
2025-11-12,78,10
2025-11-13,106,1
2025-11-14,90,9
2025-11-17,100,13
2025-11-18,63,38
2025-11-19,65,34
2025-11-20,48,25
2025-11-21,32,106
2025-11-24,78,35
2025-11-25,95,7
2025-11-26,76,8
2025-11-27,63,14
2025-11-28,81,6
2025-12-01,75,8
2025-12-02,55,9
2025-12-03,54,16
2025-12-04,40,28
2025-12-05,80,11
2025-12-08,78,8
2025-12-09,54,13
2025-12-10,61,11
2025-12-11,36,31
2025-12-12,81,28
2025-12-15,64,29
2025-12-16,44,39
2025-12-17,57,27
2025-12-18,71,8
2025-12-19,84,8
